ngram,noun,adjective,year,count
wellbeing_noun=>relative_adj,wellbeing,relative,2010,29
wellbeing_noun=>relative_adj,wellbeing,relative,2011,46
wellbeing_noun=>relative_adj,wellbeing,relative,2012,47
wellbeing_noun=>relative_adj,wellbeing,relative,2013,47
wellbeing_noun=>relative_adj,wellbeing,relative,2014,54
wellbeing_noun=>relative_adj,wellbeing,relative,2015,29
wellbeing_noun=>relative_adj,wellbeing,relative,2016,63
wellbeing_noun=>relative_adj,wellbeing,relative,2017,56
wellbeing_noun=>relative_adj,wellbeing,relative,2018,43
wellbeing_noun=>relative_adj,wellbeing,relative,2019,47
wellbeing_noun=>black_adj,wellbeing,black,1967,1
wellbeing_noun=>black_adj,wellbeing,black,1968,1
wellbeing_noun=>black_adj,wellbeing,black,1971,1
wellbeing_noun=>black_adj,wellbeing,black,1973,2
wellbeing_noun=>black_adj,wellbeing,black,1977,6
wellbeing_noun=>black_adj,wellbeing,black,1979,1
wellbeing_noun=>black_adj,wellbeing,black,1980,4
wellbeing_noun=>black_adj,wellbeing,black,1981,2
wellbeing_noun=>black_adj,wellbeing,black,1982,1
wellbeing_noun=>black_adj,wellbeing,black,1984,6
wellbeing_noun=>black_adj,wellbeing,black,1985,1
wellbeing_noun=>black_adj,wellbeing,black,1986,2
wellbeing_noun=>black_adj,wellbeing,black,1987,2
wellbeing_noun=>black_adj,wellbeing,black,1988,2
wellbeing_noun=>black_adj,wellbeing,black,1989,1
wellbeing_noun=>black_adj,wellbeing,black,1993,3
wellbeing_noun=>black_adj,wellbeing,black,1994,4
wellbeing_noun=>black_adj,wellbeing,black,1995,1
wellbeing_noun=>black_adj,wellbeing,black,1997,10
wellbeing_noun=>black_adj,wellbeing,black,1998,2
wellbeing_noun=>black_adj,wellbeing,black,1999,2
wellbeing_noun=>black_adj,wellbeing,black,2000,9
wellbeing_noun=>black_adj,wellbeing,black,2001,4
wellbeing_noun=>black_adj,wellbeing,black,2002,3
wellbeing_noun=>black_adj,wellbeing,black,2003,1
wellbeing_noun=>black_adj,wellbeing,black,2004,4
wellbeing_noun=>black_adj,wellbeing,black,2005,1
wellbeing_noun=>black_adj,wellbeing,black,2006,3
wellbeing_noun=>black_adj,wellbeing,black,2007,2
wellbeing_noun=>black_adj,wellbeing,black,2009,4
wellbeing_noun=>black_adj,wellbeing,black,2010,3
wellbeing_noun=>black_adj,wellbeing,black,2011,2
wellbeing_noun=>black_adj,wellbeing,black,2012,1
wellbeing_noun=>black_adj,wellbeing,black,2013,1
wellbeing_noun=>black_adj,wellbeing,black,2014,3
wellbeing_noun=>black_adj,wellbeing,black,2015,2
wellbeing_noun=>black_adj,wellbeing,black,2016,3
wellbeing_noun=>black_adj,wellbeing,black,2017,3
wellbeing_noun=>black_adj,wellbeing,black,2019,3
wellbeing_noun=>musical_adj,wellbeing,musical,1878,5
wellbeing_noun=>musical_adj,wellbeing,musical,1889,2
wellbeing_noun=>musical_adj,wellbeing,musical,1906,1
wellbeing_noun=>musical_adj,wellbeing,musical,1910,1
wellbeing_noun=>musical_adj,wellbeing,musical,1911,1
wellbeing_noun=>musical_adj,wellbeing,musical,1915,1
wellbeing_noun=>musical_adj,wellbeing,musical,1916,1
wellbeing_noun=>musical_adj,wellbeing,musical,1920,1
wellbeing_noun=>musical_adj,wellbeing,musical,1924,1
wellbeing_noun=>musical_adj,wellbeing,musical,1931,2
wellbeing_noun=>musical_adj,wellbeing,musical,1935,1
wellbeing_noun=>musical_adj,wellbeing,musical,1936,1
wellbeing_noun=>musical_adj,wellbeing,musical,1938,3
wellbeing_noun=>musical_adj,wellbeing,musical,1964,1
wellbeing_noun=>musical_adj,wellbeing,musical,1966,2
wellbeing_noun=>musical_adj,wellbeing,musical,1970,1
wellbeing_noun=>musical_adj,wellbeing,musical,1975,1
wellbeing_noun=>musical_adj,wellbeing,musical,1976,1
wellbeing_noun=>musical_adj,wellbeing,musical,1981,1
wellbeing_noun=>musical_adj,wellbeing,musical,1982,5
wellbeing_noun=>musical_adj,wellbeing,musical,1983,2
wellbeing_noun=>musical_adj,wellbeing,musical,1988,2
wellbeing_noun=>musical_adj,wellbeing,musical,1997,1
wellbeing_noun=>musical_adj,wellbeing,musical,2004,4
wellbeing_noun=>musical_adj,wellbeing,musical,2009,1
wellbeing_noun=>musical_adj,wellbeing,musical,2010,1
wellbeing_noun=>musical_adj,wellbeing,musical,2012,4
wellbeing_noun=>musical_adj,wellbeing,musical,2013,1
wellbeing_noun=>musical_adj,wellbeing,musical,2014,1
wellbeing_noun=>musical_adj,wellbeing,musical,2015,2
wellbeing_noun=>musical_adj,wellbeing,musical,2016,1
wellbeing_noun=>musical_adj,wellbeing,musical,2017,5
wellbeing_noun=>holistic_adj,wellbeing,holistic,1985,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1986,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1988,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1989,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1990,2
wellbeing_noun=>holistic_adj,wellbeing,holistic,1991,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1992,2
wellbeing_noun=>holistic_adj,wellbeing,holistic,1993,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1994,1
wellbeing_noun=>holistic_adj,wellbeing,holistic,1995,3
wellbeing_noun=>holistic_adj,wellbeing,holistic,1996,5
wellbeing_noun=>holistic_adj,wellbeing,holistic,1998,4
wellbeing_noun=>holistic_adj,wellbeing,holistic,1999,4
wellbeing_noun=>holistic_adj,wellbeing,holistic,2000,12
wellbeing_noun=>holistic_adj,wellbeing,holistic,2001,11
wellbeing_noun=>holistic_adj,wellbeing,holistic,2002,9
wellbeing_noun=>holistic_adj,wellbeing,holistic,2003,11
wellbeing_noun=>holistic_adj,wellbeing,holistic,2004,5
wellbeing_noun=>holistic_adj,wellbeing,holistic,2005,20
wellbeing_noun=>holistic_adj,wellbeing,holistic,2006,38
wellbeing_noun=>holistic_adj,wellbeing,holistic,2007,17
wellbeing_noun=>holistic_adj,wellbeing,holistic,2008,6
wellbeing_noun=>holistic_adj,wellbeing,holistic,2009,22
wellbeing_noun=>holistic_adj,wellbeing,holistic,2010,23
wellbeing_noun=>holistic_adj,wellbeing,holistic,2011,29
wellbeing_noun=>holistic_adj,wellbeing,holistic,2012,33
wellbeing_noun=>holistic_adj,wellbeing,holistic,2013,48
wellbeing_noun=>holistic_adj,wellbeing,holistic,2014,40
wellbeing_noun=>holistic_adj,wellbeing,holistic,2015,63
wellbeing_noun=>holistic_adj,wellbeing,holistic,2016,69
wellbeing_noun=>holistic_adj,wellbeing,holistic,2017,91
wellbeing_noun=>holistic_adj,wellbeing,holistic,2018,128
wellbeing_noun=>holistic_adj,wellbeing,holistic,2019,162
wellbeing_noun=>long_adj,wellbeing,long,1885,5
wellbeing_noun=>long_adj,wellbeing,long,1901,2
wellbeing_noun=>long_adj,wellbeing,long,1910,1
wellbeing_noun=>long_adj,wellbeing,long,1943,1
wellbeing_noun=>long_adj,wellbeing,long,1946,2
wellbeing_noun=>long_adj,wellbeing,long,1947,1
wellbeing_noun=>long_adj,wellbeing,long,1950,2
wellbeing_noun=>long_adj,wellbeing,long,1951,2
wellbeing_noun=>long_adj,wellbeing,long,1952,2
wellbeing_noun=>long_adj,wellbeing,long,1954,1
wellbeing_noun=>long_adj,wellbeing,long,1955,1
wellbeing_noun=>long_adj,wellbeing,long,1956,5
wellbeing_noun=>long_adj,wellbeing,long,1960,4
wellbeing_noun=>long_adj,wellbeing,long,1964,1
wellbeing_noun=>long_adj,wellbeing,long,1965,1
wellbeing_noun=>long_adj,wellbeing,long,1967,3
wellbeing_noun=>long_adj,wellbeing,long,1968,2
wellbeing_noun=>long_adj,wellbeing,long,1970,5
wellbeing_noun=>long_adj,wellbeing,long,1971,1
wellbeing_noun=>long_adj,wellbeing,long,1972,2
wellbeing_noun=>long_adj,wellbeing,long,1974,5
wellbeing_noun=>long_adj,wellbeing,long,1975,7
wellbeing_noun=>long_adj,wellbeing,long,1976,3
wellbeing_noun=>long_adj,wellbeing,long,1977,8
wellbeing_noun=>long_adj,wellbeing,long,1978,14
wellbeing_noun=>long_adj,wellbeing,long,1979,7
wellbeing_noun=>long_adj,wellbeing,long,1980,5
wellbeing_noun=>long_adj,wellbeing,long,1981,1
wellbeing_noun=>long_adj,wellbeing,long,1982,5
wellbeing_noun=>long_adj,wellbeing,long,1983,4
wellbeing_noun=>long_adj,wellbeing,long,1984,10
wellbeing_noun=>long_adj,wellbeing,long,1985,7
wellbeing_noun=>long_adj,wellbeing,long,1986,11
wellbeing_noun=>long_adj,wellbeing,long,1987,6
wellbeing_noun=>long_adj,wellbeing,long,1988,6
wellbeing_noun=>long_adj,wellbeing,long,1989,10
wellbeing_noun=>long_adj,wellbeing,long,1990,2
wellbeing_noun=>long_adj,wellbeing,long,1991,5
wellbeing_noun=>long_adj,wellbeing,long,1992,20
wellbeing_noun=>long_adj,wellbeing,long,1993,11
wellbeing_noun=>long_adj,wellbeing,long,1994,5
wellbeing_noun=>long_adj,wellbeing,long,1995,9
wellbeing_noun=>long_adj,wellbeing,long,1996,5
wellbeing_noun=>long_adj,wellbeing,long,1997,10
wellbeing_noun=>long_adj,wellbeing,long,1998,9
wellbeing_noun=>long_adj,wellbeing,long,1999,18
wellbeing_noun=>long_adj,wellbeing,long,2000,12
wellbeing_noun=>long_adj,wellbeing,long,2001,12
wellbeing_noun=>long_adj,wellbeing,long,2002,8
wellbeing_noun=>long_adj,wellbeing,long,2003,12
wellbeing_noun=>long_adj,wellbeing,long,2004,13
wellbeing_noun=>long_adj,wellbeing,long,2005,12
wellbeing_noun=>long_adj,wellbeing,long,2006,13
wellbeing_noun=>long_adj,wellbeing,long,2007,22
wellbeing_noun=>long_adj,wellbeing,long,2008,16
wellbeing_noun=>long_adj,wellbeing,long,2009,14
wellbeing_noun=>long_adj,wellbeing,long,2010,9
wellbeing_noun=>long_adj,wellbeing,long,2011,17
wellbeing_noun=>long_adj,wellbeing,long,2012,31
wellbeing_noun=>long_adj,wellbeing,long,2013,26
wellbeing_noun=>long_adj,wellbeing,long,2014,26
wellbeing_noun=>long_adj,wellbeing,long,2015,15
wellbeing_noun=>long_adj,wellbeing,long,2016,27
wellbeing_noun=>long_adj,wellbeing,long,2017,28
wellbeing_noun=>long_adj,wellbeing,long,2018,26
wellbeing_noun=>long_adj,wellbeing,long,2019,20
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1781,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1784,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1788,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1818,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1820,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1821,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1822,2
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1823,2
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1824,6
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1825,2
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1827,1
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1828,2
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1829,3
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1830,3
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1831,10
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1832,38
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1833,5
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1834,5
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1835,9
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1836,20
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1837,13
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1838,14
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1839,17
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1840,11
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1841,14
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1842,8
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1843,25
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1844,2
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1845,14
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1846,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1847,7
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1848,17
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1849,21
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1850,23
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1851,28
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1852,32
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1853,45
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1854,19
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1855,29
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1856,47
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1857,30
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1858,23
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1859,31
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1860,16
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1861,45
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1862,24
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1863,21
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1864,15
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1865,16
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1866,23
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1867,39
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1868,25
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1869,9
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1870,26
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1871,25
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1872,28
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1873,6
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1874,14
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1875,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1876,7
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1877,15
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1878,23
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1879,12
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1880,10
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1881,21
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1882,12
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1883,24
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1884,15
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1885,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1886,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1887,11
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1888,19
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1889,40
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1890,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1891,28
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1892,41
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1893,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1894,44
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1895,26
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1896,60
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1897,36
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1898,34
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1899,22
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1900,26
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1901,16
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1902,17
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1903,47
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1904,25
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1905,38
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1906,18
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1907,29
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1908,42
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1909,36
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1910,31
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1911,26
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1912,37
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1913,50
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1914,36
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1915,40
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1916,32
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1917,55
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1918,29
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1919,56
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1920,44
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1921,29
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1922,37
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1923,39
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1924,16
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1925,20
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1926,35
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1927,24
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1928,17
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1929,14
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1930,16
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1931,28
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1932,29
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1933,34
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1934,24
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1935,35
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1936,49
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1937,34
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1938,37
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1939,26
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1940,27
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1941,36
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1942,34
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1943,30
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1944,37
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1945,60
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1946,72
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1947,38
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1948,55
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1949,63
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1950,53
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1951,40
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1952,32
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1953,33
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1954,54
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1955,48
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1956,73
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1957,60
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1958,58
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1959,84
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1960,62
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1961,86
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1962,88
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1963,71
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1964,85
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1965,97
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1966,77
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1967,95
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1968,106
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1969,94
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1970,82
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1971,146
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1972,109
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1973,126
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1974,131
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1975,104
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1976,107
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1977,161
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1978,133
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1979,121
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1980,136
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1981,129
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1982,169
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1983,145
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1984,172
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1985,156
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1986,139
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1987,149
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1988,171
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1989,232
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1990,207
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1991,183
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1992,206
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1993,234
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1994,264
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1995,225
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1996,246
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1997,297
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1998,306
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,1999,330
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2000,343
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2001,445
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2002,383
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2003,473
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2004,495
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2005,628
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2006,586
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2007,612
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2008,620
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2009,628
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2010,713
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2011,664
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2012,1046
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2013,827
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2014,890
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2015,767
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2016,948
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2017,1029
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2018,808
wellbeing_noun=>spiritual_adj,wellbeing,spiritual,2019,804
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,1988,2
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,1991,1
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2000,5
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2002,2
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2003,8
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2005,4
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2006,3
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2007,5
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2008,1
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2009,1
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2011,1
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2012,4
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2013,13
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2014,3
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2015,12
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2016,7
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2017,13
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2018,10
wellbeing_noun=>indigenous_adj,wellbeing,indigenous,2019,12
wellbeing_noun=>good_adj,wellbeing,good,1740,1
wellbeing_noun=>good_adj,wellbeing,good,1811,1
wellbeing_noun=>good_adj,wellbeing,good,1825,1
wellbeing_noun=>good_adj,wellbeing,good,1827,2
wellbeing_noun=>good_adj,wellbeing,good,1840,4
wellbeing_noun=>good_adj,wellbeing,good,1841,3
wellbeing_noun=>good_adj,wellbeing,good,1842,1
wellbeing_noun=>good_adj,wellbeing,good,1843,1
wellbeing_noun=>good_adj,wellbeing,good,1845,4
wellbeing_noun=>good_adj,wellbeing,good,1846,4
wellbeing_noun=>good_adj,wellbeing,good,1847,1
wellbeing_noun=>good_adj,wellbeing,good,1848,1
wellbeing_noun=>good_adj,wellbeing,good,1849,1
wellbeing_noun=>good_adj,wellbeing,good,1850,1
wellbeing_noun=>good_adj,wellbeing,good,1851,1
wellbeing_noun=>good_adj,wellbeing,good,1853,2
wellbeing_noun=>good_adj,wellbeing,good,1854,4
wellbeing_noun=>good_adj,wellbeing,good,1855,3
wellbeing_noun=>good_adj,wellbeing,good,1856,2
wellbeing_noun=>good_adj,wellbeing,good,1858,3
wellbeing_noun=>good_adj,wellbeing,good,1859,3
wellbeing_noun=>good_adj,wellbeing,good,1862,8
wellbeing_noun=>good_adj,wellbeing,good,1865,8
wellbeing_noun=>good_adj,wellbeing,good,1867,1
wellbeing_noun=>good_adj,wellbeing,good,1869,2
wellbeing_noun=>good_adj,wellbeing,good,1872,2
wellbeing_noun=>good_adj,wellbeing,good,1873,3
wellbeing_noun=>good_adj,wellbeing,good,1875,2
wellbeing_noun=>good_adj,wellbeing,good,1877,1
wellbeing_noun=>good_adj,wellbeing,good,1880,6
wellbeing_noun=>good_adj,wellbeing,good,1882,3
wellbeing_noun=>good_adj,wellbeing,good,1883,5
wellbeing_noun=>good_adj,wellbeing,good,1886,2
wellbeing_noun=>good_adj,wellbeing,good,1890,1
wellbeing_noun=>good_adj,wellbeing,good,1891,1
wellbeing_noun=>good_adj,wellbeing,good,1892,3
wellbeing_noun=>good_adj,wellbeing,good,1894,1
wellbeing_noun=>good_adj,wellbeing,good,1896,2
wellbeing_noun=>good_adj,wellbeing,good,1897,3
wellbeing_noun=>good_adj,wellbeing,good,1899,5
wellbeing_noun=>good_adj,wellbeing,good,1900,1
wellbeing_noun=>good_adj,wellbeing,good,1902,1
